date,open,high,low,close,volume
2025-09-04 09:15:00+05:30,1371.8,1374.0,1362.6,1365.0,1263147
2025-09-04 09:30:00+05:30,1365.3,1368.9,1365.3,1367.6,502303
2025-09-04 09:45:00+05:30,1367.6,1369.9,1366.5,1367.7,320814
2025-09-04 10:00:00+05:30,1368.0,1368.8,1365.2,1365.2,214176
2025-09-04 10:15:00+05:30,1365.1,1365.9,1364.1,1364.9,203198
2025-09-04 10:30:00+05:30,1364.8,1365.6,1361.5,1361.8,722036
2025-09-04 10:45:00+05:30,1361.6,1365.4,1360.3,1363.5,386498
2025-09-04 11:00:00+05:30,1363.5,1364.9,1362.2,1362.4,178375
2025-09-04 11:15:00+05:30,1362.4,1363.8,1361.6,1363.8,264859
2025-09-04 11:30:00+05:30,1363.8,1366.4,1363.4,1365.3,715373
2025-09-04 11:45:00+05:30,1365.5,1367.1,1364.7,1365.9,510596
2025-09-04 12:00:00+05:30,1365.9,1367.0,1364.0,1366.3,765854
2025-09-04 12:15:00+05:30,1366.4,1366.4,1363.0,1364.0,275052
2025-09-04 12:30:00+05:30,1364.0,1365.1,1362.9,1365.0,311998
2025-09-04 12:45:00+05:30,1365.0,1366.3,1364.0,1365.0,630728
2025-09-04 13:00:00+05:30,1365.5,1366.2,1363.2,1364.5,405238
2025-09-04 13:15:00+05:30,1364.5,1365.6,1363.1,1363.8,280937
2025-09-04 13:30:00+05:30,1363.8,1364.9,1361.1,1362.2,404656
2025-09-04 13:45:00+05:30,1362.0,1362.9,1360.5,1361.3,362770
2025-09-04 14:00:00+05:30,1361.2,1362.9,1360.7,1361.6,304251
2025-09-04 14:15:00+05:30,1361.6,1362.6,1359.0,1359.8,506095
2025-09-04 14:30:00+05:30,1359.8,1363.9,1359.6,1363.8,566082
2025-09-04 14:45:00+05:30,1363.5,1365.0,1360.1,1361.9,1009992
2025-09-04 15:00:00+05:30,1361.9,1362.0,1357.5,1358.3,790075
2025-09-04 15:15:00+05:30,1358.3,1360.1,1357.1,1359.1,766502
2025-09-05 09:15:00+05:30,1363.0,1371.8,1363.0,1369.8,417364
2025-09-05 09:30:00+05:30,1369.7,1372.8,1368.6,1370.0,222594
2025-09-05 09:45:00+05:30,1369.9,1370.5,1368.1,1368.5,124760
2025-09-05 10:00:00+05:30,1368.7,1369.5,1363.1,1364.4,176993
2025-09-05 10:15:00+05:30,1364.4,1368.9,1362.1,1368.6,178303
2025-09-05 10:30:00+05:30,1368.4,1369.0,1366.4,1367.0,96598
2025-09-05 10:45:00+05:30,1367.0,1367.1,1359.3,1361.4,392899
2025-09-05 11:00:00+05:30,1361.5,1365.7,1360.9,1365.7,128305
2025-09-05 11:15:00+05:30,1365.5,1367.4,1364.0,1367.0,190645
2025-09-05 11:30:00+05:30,1367.0,1369.0,1366.1,1367.6,302698
2025-09-05 11:45:00+05:30,1367.6,1367.9,1365.8,1367.0,159137
2025-09-05 12:00:00+05:30,1367.0,1368.4,1365.7,1367.1,103408
2025-09-05 12:15:00+05:30,1367.1,1367.5,1365.0,1365.7,109618
2025-09-05 12:30:00+05:30,1365.8,1366.8,1363.1,1364.4,112642
2025-09-05 12:45:00+05:30,1364.4,1367.5,1363.2,1367.1,166513
2025-09-05 13:00:00+05:30,1367.1,1371.2,1367.1,1370.7,158985
2025-09-05 13:15:00+05:30,1370.7,1374.9,1370.7,1372.6,237902
2025-09-05 13:30:00+05:30,1372.6,1373.0,1371.1,1372.8,130293
2025-09-05 13:45:00+05:30,1373.0,1378.0,1372.9,1377.9,296472
2025-09-05 14:00:00+05:30,1378.0,1381.0,1374.1,1374.4,297841
2025-09-05 14:15:00+05:30,1374.6,1376.9,1373.7,1374.5,291054
2025-09-05 14:30:00+05:30,1374.5,1375.9,1371.7,1372.6,294421
2025-09-05 14:45:00+05:30,1372.6,1374.9,1372.6,1374.5,171953
2025-09-05 15:00:00+05:30,1374.5,1376.4,1373.0,1375.7,547630
2025-09-05 15:15:00+05:30,1375.8,1376.1,1373.5,1376.0,425591
2025-09-08 09:15:00+05:30,1380.0,1381.5,1373.5,1375.1,777711
2025-09-08 09:30:00+05:30,1375.1,1380.8,1374.7,1376.6,295228
2025-09-08 09:45:00+05:30,1376.9,1377.9,1375.6,1376.8,196991
2025-09-08 10:00:00+05:30,1376.5,1378.3,1375.5,1376.0,165520
2025-09-08 10:15:00+05:30,1375.8,1376.7,1373.0,1374.1,220809
2025-09-08 10:30:00+05:30,1374.0,1377.4,1372.4,1376.0,276941
2025-09-08 10:45:00+05:30,1375.8,1377.2,1374.0,1374.4,116043
2025-09-08 11:00:00+05:30,1374.4,1376.4,1374.3,1376.3,119929
2025-09-08 11:15:00+05:30,1376.1,1376.3,1375.3,1376.0,125405
2025-09-08 11:30:00+05:30,1376.0,1376.6,1375.0,1376.5,128155
2025-09-08 11:45:00+05:30,1376.5,1376.6,1375.1,1375.6,97852
2025-09-08 12:00:00+05:30,1375.6,1378.0,1375.6,1378.0,93502
2025-09-08 12:15:00+05:30,1377.8,1379.0,1377.0,1377.4,138582
2025-09-08 12:30:00+05:30,1377.6,1383.4,1376.7,1380.3,257099
2025-09-08 12:45:00+05:30,1380.3,1384.4,1380.3,1384.3,322371
2025-09-08 13:00:00+05:30,1384.4,1386.0,1382.3,1383.9,316214
2025-09-08 13:15:00+05:30,1383.9,1384.5,1382.1,1383.2,271034
2025-09-08 13:30:00+05:30,1383.4,1384.0,1381.5,1382.3,162339
2025-09-08 13:45:00+05:30,1382.3,1384.5,1381.5,1384.3,212277
2025-09-08 14:00:00+05:30,1384.4,1384.4,1381.7,1383.8,217821
2025-09-08 14:15:00+05:30,1383.8,1384.8,1382.6,1383.1,304251
2025-09-08 14:30:00+05:30,1383.2,1385.9,1382.5,1382.9,406325
2025-09-08 14:45:00+05:30,1382.9,1383.1,1376.5,1379.0,506778
2025-09-08 15:00:00+05:30,1379.0,1379.2,1377.5,1378.3,591084
2025-09-08 15:15:00+05:30,1378.3,1380.0,1376.9,1378.9,574263
2025-09-09 09:15:00+05:30,1376.6,1381.2,1375.7,1378.5,577317
2025-09-09 09:30:00+05:30,1378.9,1379.9,1373.6,1376.0,279353
2025-09-09 09:45:00+05:30,1376.0,1377.5,1375.2,1377.2,202355
2025-09-09 10:00:00+05:30,1377.3,1378.3,1373.8,1373.9,220903
2025-09-09 10:15:00+05:30,1373.8,1375.5,1372.2,1373.7,278512
2025-09-09 10:30:00+05:30,1373.7,1374.0,1371.0,1371.6,171134
2025-09-09 10:45:00+05:30,1371.5,1372.5,1371.0,1372.2,197016
2025-09-09 11:00:00+05:30,1372.2,1375.0,1372.1,1373.8,314747
2025-09-09 11:15:00+05:30,1373.8,1374.8,1373.0,1374.0,180108
2025-09-09 11:30:00+05:30,1373.0,1374.8,1372.0,1373.7,407403
2025-09-09 11:45:00+05:30,1373.8,1373.8,1372.1,1372.6,128078
2025-09-09 12:00:00+05:30,1372.6,1373.2,1368.7,1372.8,362415
2025-09-09 12:15:00+05:30,1372.9,1373.7,1371.1,1372.2,339786
2025-09-09 12:30:00+05:30,1372.3,1374.0,1371.2,1372.5,377871
2025-09-09 12:45:00+05:30,1372.4,1377.0,1372.4,1376.9,354172
2025-09-09 13:00:00+05:30,1376.9,1378.9,1375.8,1377.5,472314
2025-09-09 13:15:00+05:30,1377.7,1378.6,1376.7,1377.2,183771
2025-09-09 13:30:00+05:30,1377.2,1379.0,1377.0,1378.0,273275
2025-09-09 13:45:00+05:30,1378.0,1379.0,1377.2,1377.5,145951
2025-09-09 14:00:00+05:30,1377.5,1378.0,1375.8,1377.4,317147
