date,open,high,low,close,volume
2025-09-04 09:15:00+05:30,1409.9,1411.0,1401.9,1410.9,672706
2025-09-04 09:30:00+05:30,1410.9,1413.9,1410.4,1410.7,239306
2025-09-04 09:45:00+05:30,1410.3,1413.5,1409.9,1411.4,221079
2025-09-04 10:00:00+05:30,1411.4,1412.4,1406.7,1407.0,207062
2025-09-04 10:15:00+05:30,1406.9,1410.0,1405.7,1408.3,142572
2025-09-04 10:30:00+05:30,1408.3,1409.4,1407.0,1407.8,136557
2025-09-04 10:45:00+05:30,1407.8,1410.7,1407.4,1408.9,240985
2025-09-04 11:00:00+05:30,1409.1,1410.4,1408.8,1409.1,114785
2025-09-04 11:15:00+05:30,1409.1,1411.0,1407.9,1410.7,170636
2025-09-04 11:30:00+05:30,1410.7,1410.7,1407.7,1408.4,530594
2025-09-04 11:45:00+05:30,1408.5,1409.5,1407.1,1408.8,394857
2025-09-04 12:00:00+05:30,1408.4,1409.9,1406.7,1408.9,432282
2025-09-04 12:15:00+05:30,1408.3,1409.4,1406.2,1408.3,211754
2025-09-04 12:30:00+05:30,1408.3,1411.8,1408.0,1411.8,278991
2025-09-04 12:45:00+05:30,1411.7,1412.8,1410.4,1412.0,145287
2025-09-04 13:00:00+05:30,1411.5,1413.1,1410.5,1412.4,417756
2025-09-04 13:15:00+05:30,1412.4,1414.8,1411.6,1414.0,276689
2025-09-04 13:30:00+05:30,1414.0,1415.1,1412.1,1412.3,460155
2025-09-04 13:45:00+05:30,1412.3,1413.4,1410.1,1411.0,283440
2025-09-04 14:00:00+05:30,1411.1,1412.5,1404.7,1405.7,1086656
2025-09-04 14:15:00+05:30,1405.7,1407.1,1404.0,1404.9,471619
2025-09-04 14:30:00+05:30,1404.8,1408.4,1404.0,1407.4,568378
2025-09-04 14:45:00+05:30,1407.5,1412.9,1405.2,1407.3,1001774
2025-09-04 15:00:00+05:30,1407.3,1408.3,1404.1,1404.9,832638
2025-09-04 15:15:00+05:30,1404.8,1408.0,1404.0,1408.0,650784
2025-09-05 09:15:00+05:30,1411.0,1411.5,1403.0,1405.2,439133
2025-09-05 09:30:00+05:30,1405.0,1405.5,1401.0,1401.7,121505
2025-09-05 09:45:00+05:30,1401.5,1403.5,1400.0,1400.8,97391
2025-09-05 10:00:00+05:30,1400.5,1401.0,1397.2,1397.3,81787
2025-09-05 10:15:00+05:30,1397.3,1397.9,1393.3,1396.0,130098
2025-09-05 10:30:00+05:30,1395.9,1396.0,1392.1,1393.9,123989
2025-09-05 10:45:00+05:30,1394.0,1394.7,1391.1,1394.0,323166
2025-09-05 11:00:00+05:30,1394.0,1394.5,1392.4,1393.8,83011
2025-09-05 11:15:00+05:30,1393.8,1395.2,1393.0,1395.2,233169
2025-09-05 11:30:00+05:30,1395.2,1395.6,1393.3,1393.6,159735
2025-09-05 11:45:00+05:30,1393.6,1395.1,1392.5,1392.8,177926
2025-09-05 12:00:00+05:30,1392.8,1393.0,1391.0,1391.0,128050
2025-09-05 12:15:00+05:30,1391.0,1392.0,1389.9,1391.3,203553
2025-09-05 12:30:00+05:30,1391.0,1391.5,1387.7,1389.0,600595
2025-09-05 12:45:00+05:30,1388.9,1390.3,1387.8,1390.0,309295
2025-09-05 13:00:00+05:30,1390.0,1392.5,1389.9,1392.1,160610
2025-09-05 13:15:00+05:30,1392.1,1393.5,1390.5,1392.3,173945
2025-09-05 13:30:00+05:30,1392.3,1393.7,1392.0,1393.4,157278
2025-09-05 13:45:00+05:30,1393.5,1399.3,1393.5,1398.2,228777
2025-09-05 14:00:00+05:30,1398.2,1399.6,1396.0,1397.2,160682
2025-09-05 14:15:00+05:30,1397.2,1400.3,1396.5,1399.5,238317
2025-09-05 14:30:00+05:30,1399.1,1400.5,1397.1,1400.0,294398
2025-09-05 14:45:00+05:30,1400.0,1404.6,1400.0,1404.2,466120
2025-09-05 15:00:00+05:30,1403.9,1405.6,1401.4,1401.6,899168
2025-09-05 15:15:00+05:30,1401.5,1403.5,1400.2,1402.3,561637
2025-09-08 09:15:00+05:30,1402.2,1405.6,1400.0,1403.3,390992
2025-09-08 09:30:00+05:30,1403.2,1407.3,1402.7,1406.7,202004
2025-09-08 09:45:00+05:30,1406.3,1406.8,1401.3,1401.3,166566
2025-09-08 10:00:00+05:30,1401.3,1404.0,1401.1,1402.1,74755
2025-09-08 10:15:00+05:30,1402.1,1402.2,1398.9,1398.9,101149
2025-09-08 10:30:00+05:30,1399.5,1400.3,1397.6,1400.0,119745
2025-09-08 10:45:00+05:30,1400.1,1401.5,1398.2,1399.5,90672
2025-09-08 11:00:00+05:30,1399.4,1402.1,1398.5,1402.0,62287
2025-09-08 11:15:00+05:30,1401.8,1402.3,1400.3,1402.1,83198
2025-09-08 11:30:00+05:30,1402.1,1402.9,1401.0,1402.7,69976
2025-09-08 11:45:00+05:30,1402.7,1403.0,1401.2,1401.8,78965
2025-09-08 12:00:00+05:30,1401.8,1403.2,1401.5,1403.0,71770
2025-09-08 12:15:00+05:30,1402.9,1403.3,1401.1,1402.2,96703
2025-09-08 12:30:00+05:30,1401.7,1405.1,1400.4,1404.5,292331
2025-09-08 12:45:00+05:30,1404.5,1406.9,1404.4,1406.0,181458
2025-09-08 13:00:00+05:30,1406.0,1408.3,1405.4,1407.8,179821
2025-09-08 13:15:00+05:30,1407.8,1408.4,1405.9,1407.2,186835
2025-09-08 13:30:00+05:30,1407.3,1408.3,1406.4,1407.2,188272
2025-09-08 13:45:00+05:30,1407.2,1408.3,1406.1,1407.8,206465
2025-09-08 14:00:00+05:30,1408.0,1408.2,1406.6,1407.0,231711
2025-09-08 14:15:00+05:30,1407.0,1407.8,1405.9,1406.5,252226
2025-09-08 14:30:00+05:30,1406.4,1410.6,1406.4,1410.2,394783
